label,text
spam,Congratulations! You have won a free iPhone. Claim now at bit.ly/freegift.
ham,You will go to walmart. I.ll stay.
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
spam,Get a trip for free! Just sign up at tinyurl.com/deal.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
spam,You've been selected for a cash reward. Confirm your details at bit.ly/freegift.
spam,"Special offer for you! Buy one gift card, get one free at bit.ly/freegift."
spam,Earn $2000 working from home. Sign up today at tinyurl.com/deal.
ham,Arun can u transfr me d amt
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
spam,Limited time offer! Get 70% off on TV. Visit www.example.com.
ham,Where r e meeting tmr?
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
spam,"Special offer for you! Buy one iPhone, get one free at promo.link/redeem."
ham,Oic... Then better quickly go bathe n settle down...
spam,Limited time offer! Get 20% off on gift card. Visit tinyurl.com/deal.
spam,Get a iPhone for free! Just sign up at www.example.com.
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
spam,Earn $500 working from home. Sign up today at bit.ly/freegift.
ham,Unlimited texts. Limited minutes.
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,Send me your id and password
ham,Only once then after ill obey all yours.
ham,Fine. Do you remember me.
spam,Congratulations! You have won a free voucher. Claim now at tinyurl.com/deal.
ham,"Yeah, give me a call if you've got a minute"
ham,We left already we at orchard now.
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,Do you think i can move  &lt;#&gt;  in a week
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,Ok lor... Or u wan me go look 4 u?
spam,Earn $2000 working from home. Sign up today at bit.ly/freegift.
spam,Limited time offer! Get 70% off on gift card. Visit www.example.com.
spam,You've been selected for a cash reward. Confirm your details at promo.link/redeem.
ham,Shant disturb u anymore... Jia you...
spam,Congratulations! You have won a free voucher. Claim now at tinyurl.com/deal.
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham,Merry christmas to u too annie!
spam,Act now! Exclusive deal on trip available at promo.link/redeem.
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
spam,Earn $1000 working from home. Sign up today at www.example.com.
ham,Hi. I'm always online on yahoo and would like to chat with you someday
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,How are you. Just checking up on you
ham,Wen did you get so spiritual and deep. That's great
ham,U still painting ur wall?
ham,K..k..i'm also fine:)when will you complete the course?
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
spam,Limited time offer! Get 70% off on voucher. Visit www.example.com.
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,Hey now am free you can call me.
spam,Don't miss out on cashback! Click promo.link/redeem to learn more.
spam,Act now! Exclusive deal on iPhone available at tinyurl.com/deal.
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
spam,Hurry! Your laptop is waiting. Redeem today at promo.link/redeem.
spam,Your gift card subscription is about to expire. Renew at bit.ly/freegift.
spam,Hurry! Your iPhone is waiting. Redeem today at promo.link/redeem.
spam,Congratulations! You have won a free voucher. Claim now at promo.link/redeem.
ham,"Hey , is * rite u put »10 evey mnth is that all?"
ham,U too...
spam,Get a trip for free! Just sign up at tinyurl.com/deal.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
spam,Act now! Exclusive deal on iPhone available at bit.ly/freegift.
spam,Limited time offer! Get 70% off on trip. Visit promo.link/redeem.
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,Nt yet chikku..simple habba..hw abt u?
ham,Umma. Did she say anything
spam,Congratulations! You have won a free voucher. Claim now at promo.link/redeem.
spam,Act now! Exclusive deal on iPhone available at promo.link/redeem.
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
ham,He needs to stop going to bed and make with the fucking dealing
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
ham,Ok...
spam,Your iPhone subscription is about to expire. Renew at promo.link/redeem.
ham,Feel like trying kadeem again? :V
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,So that takes away some money worries
ham,K..k.:)congratulation ..
spam,Congratulations! You have won a free trip. Claim now at www.example.com.
spam,Congratulations! You have won a free iPhone. Claim now at www.example.com.
ham,aathi..where are you dear..
ham,Now project pa. After that only i can come.
ham,Aight what time you want me to come up?
spam,Your TV subscription is about to expire. Renew at promo.link/redeem.
ham,1's reach home call me.
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,I had askd u a question some hours before. Its answer
ham,Loosu go to hospital. De dont let it careless.
spam,Earn $500 working from home. Sign up today at www.example.com.
spam,Your gift card subscription is about to expire. Renew at www.example.com.
ham,"I call you later, don't have network. If urgnt, sms me."
ham,Babe ? I lost you ... Will you try rebooting ?
spam,Get a iPhone for free! Just sign up at tinyurl.com/deal.
spam,Congratulations! You have won a free trip. Claim now at www.example.com.
ham,Wait  &lt;#&gt;  min..
spam,Limited time offer! Get 70% off on trip. Visit bit.ly/freegift.
spam,Congratulations! You have won a free voucher. Claim now at www.example.com.
spam,Your iPhone subscription is about to expire. Renew at www.example.com.
spam,Congratulations! You have won a free gift card. Claim now at www.example.com.
ham,Ü only send me the contents page...
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
spam,Your iPhone subscription is about to expire. Renew at bit.ly/freegift.
ham,"That's what I love to hear :V see you sundayish, then"
spam,Get a laptop for free! Just sign up at promo.link/redeem.
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
spam,"Special offer for you! Buy one voucher, get one free at www.example.com."
spam,You've been selected for a cash reward. Confirm your details at tinyurl.com/deal.
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,Yo theres no class tmrw right?
spam,Act now! Exclusive deal on trip available at promo.link/redeem.
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
ham,I cant pick the phone right now. Pls send a message
ham,How will I creep on you now? ;_;
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
spam,Get a gift card for free! Just sign up at tinyurl.com/deal.
spam,Act now! Exclusive deal on gift card available at bit.ly/freegift.
spam,Don't miss out on free trial! Click promo.link/redeem to learn more.
spam,Don't miss out on free trial! Click www.example.com to learn more.
spam,"Special offer for you! Buy one gift card, get one free at tinyurl.com/deal."
spam,"Special offer for you! Buy one iPhone, get one free at promo.link/redeem."
ham,Where do you need to go to get it?
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
spam,Hurry! Your gift card is waiting. Redeem today at tinyurl.com/deal.
spam,Get a trip for free! Just sign up at promo.link/redeem.
spam,"Special offer for you! Buy one iPhone, get one free at bit.ly/freegift."
spam,You've been selected for a free trial. Confirm your details at tinyurl.com/deal.
ham,Wait 2 min..stand at bus stop
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,K.k.how is your business now?
ham,Unni thank you dear for the recharge..Rakhesh
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
ham,Dude im no longer a pisces. Im an aquarius now.
ham,You have got tallent but you are wasting.
ham,Also remember the beads don't come off. Ever.
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
spam,Your laptop subscription is about to expire. Renew at bit.ly/freegift.
spam,Your TV subscription is about to expire. Renew at promo.link/redeem.
ham,Are you going to wipro interview today?
spam,Congratulations! You have won a free gift card. Claim now at promo.link/redeem.
spam,Hurry! Your TV is waiting. Redeem today at promo.link/redeem.
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
spam,You've been selected for a membership. Confirm your details at promo.link/redeem.
ham,Are there TA jobs available? Let me know please cos i really need to start working
spam,Limited time offer! Get 70% off on laptop. Visit bit.ly/freegift.
spam,You've been selected for a cash reward. Confirm your details at tinyurl.com/deal.
ham,When you came to hostel.
spam,Act now! Exclusive deal on iPhone available at www.example.com.
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
spam,"Special offer for you! Buy one trip, get one free at bit.ly/freegift."
ham,"Aight, call me once you're close"
ham,Well done and ! luv ya all
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,Pls i wont belive god.not only jesus.
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,"I think your mentor is , but not 100 percent sure."
ham,Ok... Ur typical reply...
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,Din i tell u jus now 420
ham,Ok...
ham,"Aight that'll work, thanks"
spam,Congratulations! You have won a free voucher. Claim now at tinyurl.com/deal.
ham,Otherwise had part time job na-tuition..
spam,Limited time offer! Get 70% off on iPhone. Visit www.example.com.
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,"Aight fuck it, I'll get it later"
spam,You've been selected for a cash reward. Confirm your details at www.example.com.
spam,Act now! Exclusive deal on TV available at promo.link/redeem.
ham,I am not having her number sir
spam,You've been selected for a bonus. Confirm your details at tinyurl.com/deal.
spam,You've been selected for a membership. Confirm your details at bit.ly/freegift.
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
spam,Limited time offer! Get 30% off on voucher. Visit tinyurl.com/deal.
spam,Act now! Exclusive deal on gift card available at bit.ly/freegift.
spam,Act now! Exclusive deal on voucher available at promo.link/redeem.
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
spam,Don't miss out on big savings! Click tinyurl.com/deal to learn more.
spam,Act now! Exclusive deal on voucher available at www.example.com.
spam,Earn $2000 working from home. Sign up today at www.example.com.
spam,Limited time offer! Get 70% off on iPhone. Visit www.example.com.
spam,Act now! Exclusive deal on iPhone available at tinyurl.com/deal.
ham,Ladies first and genus second k .
spam,Your TV subscription is about to expire. Renew at tinyurl.com/deal.
spam,Limited time offer! Get 50% off on iPhone. Visit www.example.com.
ham,K...k:)why cant you come here and search job:)
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
spam,Get a gift card for free! Just sign up at promo.link/redeem.
spam,Limited time offer! Get 70% off on trip. Visit tinyurl.com/deal.
ham,ELLO BABE U OK?
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
ham,Oh k. . I will come tomorrow
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
ham,See you there!
ham,"Sorry, I'll call later"
spam,Your laptop subscription is about to expire. Renew at tinyurl.com/deal.
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,"Hmph. Go head, big baller."
ham,"Ela kano.,il download, come wen ur free.."
ham,Im good! I have been thinking about you...
ham,Gud mrng dear hav a nice day
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
spam,Limited time offer! Get 30% off on iPhone. Visit tinyurl.com/deal.
ham,Then. You are eldest know.
ham,Yup song bro. No creative. Neva test quality. He said check review online.
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,"""Are you comingdown later?"""
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
spam,"Special offer for you! Buy one TV, get one free at www.example.com."
spam,Hurry! Your TV is waiting. Redeem today at promo.link/redeem.
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
spam,Get a laptop for free! Just sign up at bit.ly/freegift.
ham,"Right on brah, see you later"
spam,Your voucher subscription is about to expire. Renew at promo.link/redeem.
ham,I'm also came to room.
spam,Act now! Exclusive deal on gift card available at promo.link/redeem.
spam,Limited time offer! Get 20% off on iPhone. Visit bit.ly/freegift.
spam,Get a laptop for free! Just sign up at promo.link/redeem.
ham,say thanks2.
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
ham,Dear got train and seat mine lower seat
ham,You've always been the brainy one.
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,Ü bot notes oredi... Cos i juz rem i got...
spam,Hurry! Your iPhone is waiting. Redeem today at promo.link/redeem.
ham,Yeah but which is worse for i
spam,Act now! Exclusive deal on gift card available at promo.link/redeem.
spam,You've been selected for a bonus. Confirm your details at bit.ly/freegift.
ham,I know you are. Can you pls open the back?
spam,Get a TV for free! Just sign up at bit.ly/freegift.
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Yeah jay's sort of a fucking retard
ham,I dont thnk its a wrong calling between us
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,Do you know when the result.
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
ham,Then why you came to hostel.
spam,Congratulations! You have won a free TV. Claim now at promo.link/redeem.
ham,Well i know Z will take care of me. So no worries.
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
ham,Okay but i thought you were the expert
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
spam,You've been selected for a cash reward. Confirm your details at bit.ly/freegift.
spam,You've been selected for a cash reward. Confirm your details at promo.link/redeem.
ham,The hair cream has not been shipped.
spam,Don't miss out on cashback! Click promo.link/redeem to learn more.
ham,Studying. But i.ll be free next weekend.
ham,Ranjith cal drpd Deeraj and deepak 5min hold
spam,Act now! Exclusive deal on laptop available at promo.link/redeem.
spam,Limited time offer! Get 50% off on laptop. Visit promo.link/redeem.
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
spam,You've been selected for a bonus. Confirm your details at www.example.com.
spam,"Special offer for you! Buy one iPhone, get one free at tinyurl.com/deal."
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
spam,Your TV subscription is about to expire. Renew at www.example.com.
spam,Your laptop subscription is about to expire. Renew at bit.ly/freegift.
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,Don't miss out on cashback! Click www.example.com to learn more.
spam,Don't miss out on cashback! Click promo.link/redeem to learn more.
spam,You've been selected for a membership. Confirm your details at bit.ly/freegift.
spam,You've been selected for a cash reward. Confirm your details at tinyurl.com/deal.
ham,"Velly good, yes please!"
ham,What is this 'hex' place you talk of? Explain!
ham,Dad says hurry the hell up
ham,Ha... U jus ate honey ar? So sweet...
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
spam,Your TV subscription is about to expire. Renew at bit.ly/freegift.
spam,Your trip subscription is about to expire. Renew at bit.ly/freegift.
ham,What's up. Do you want me to come online?
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham,Going to join tomorrow.
ham,Gud ni8.swt drms.take care
ham,Ü log off 4 wat. It's sdryb8i
spam,Act now! Exclusive deal on gift card available at tinyurl.com/deal.
spam,Earn $500 working from home. Sign up today at promo.link/redeem.
spam,Limited time offer! Get 20% off on trip. Visit www.example.com.
spam,"Special offer for you! Buy one gift card, get one free at www.example.com."
spam,"Special offer for you! Buy one gift card, get one free at www.example.com."
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
spam,Your voucher subscription is about to expire. Renew at promo.link/redeem.
ham,Prepare to be pounded every night...
ham,Yup ok...
spam,Limited time offer! Get 30% off on laptop. Visit bit.ly/freegift.
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
spam,Hurry! Your laptop is waiting. Redeem today at bit.ly/freegift.
ham,Was the actual exam harder than NBME
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,"I don't think I can get away for a trek that long with family in town, sorry"
spam,Don't miss out on big savings! Click tinyurl.com/deal to learn more.
ham,I though we shd go out n have some fun so bar in town or something – sound ok?
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
ham,We're finally ready fyi
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
spam,Hurry! Your voucher is waiting. Redeem today at bit.ly/freegift.
ham,"Fair enough, anything going on?"
spam,Get a iPhone for free! Just sign up at tinyurl.com/deal.
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
ham,I havent add ü yet right..
spam,Act now! Exclusive deal on trip available at tinyurl.com/deal.
ham,Wat's my dear doing? Sleeping ah?
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
ham,"No my blankets are sufficient, thx"
spam,Your TV subscription is about to expire. Renew at tinyurl.com/deal.
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
spam,Don't miss out on free trial! Click tinyurl.com/deal to learn more.
spam,Congratulations! You have won a free laptop. Claim now at tinyurl.com/deal.
spam,Don't miss out on big savings! Click tinyurl.com/deal to learn more.
spam,Your voucher subscription is about to expire. Renew at tinyurl.com/deal.
spam,Get a TV for free! Just sign up at tinyurl.com/deal.
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
ham,"""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"""
spam,Congratulations! You have won a free gift card. Claim now at bit.ly/freegift.
spam,You've been selected for a cash reward. Confirm your details at www.example.com.
ham,K..u also dont msg or reply to his msg..
ham,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX."""
spam,"Special offer for you! Buy one iPhone, get one free at tinyurl.com/deal."
spam,Act now! Exclusive deal on TV available at tinyurl.com/deal.
ham,If you're thinking of lifting me one then no.
spam,Congratulations! You have won a free laptop. Claim now at www.example.com.
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
spam,Earn $1000 working from home. Sign up today at www.example.com.
ham,Lol ok. I'll snatch her purse too.
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
spam,Get a trip for free! Just sign up at bit.ly/freegift.
ham,Ok u can take me shopping when u get paid =D
spam,"Special offer for you! Buy one gift card, get one free at www.example.com."
spam,Your TV subscription is about to expire. Renew at promo.link/redeem.
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
spam,Limited time offer! Get 50% off on TV. Visit www.example.com.
ham,Ha ha cool cool chikku chikku:-):-DB-)
ham,K...k...yesterday i was in cbe .
ham,You didnt complete your gist oh.
ham,"""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night...."
spam,Congratulations! You have won a free trip. Claim now at www.example.com.
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
spam,Don't miss out on cashback! Click promo.link/redeem to learn more.
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
spam,Congratulations! You have won a free TV. Claim now at tinyurl.com/deal.
ham,Dude we should go sup again
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
ham,U dun say so early hor... U c already then say...
spam,You've been selected for a free trial. Confirm your details at bit.ly/freegift.
ham,Keep my payasam there if rinu brings
ham,Dear how is chechi. Did you talk to her
spam,"Special offer for you! Buy one trip, get one free at tinyurl.com/deal."
ham,I cant pick the phone right now. Pls send a message
spam,"Special offer for you! Buy one TV, get one free at bit.ly/freegift."
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
spam,Act now! Exclusive deal on laptop available at bit.ly/freegift.
spam,"Special offer for you! Buy one trip, get one free at promo.link/redeem."
spam,Act now! Exclusive deal on trip available at promo.link/redeem.
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Ard 515 like dat. Y?
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,get ready to moan and scream :)
spam,Act now! Exclusive deal on voucher available at promo.link/redeem.
ham,"K I'll head out in a few mins, see you there"
ham,Howz pain?hope u r fine..
ham,Love it! I want to flood that pretty pussy with cum...
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
spam,Limited time offer! Get 30% off on TV. Visit bit.ly/freegift.
spam,Limited time offer! Get 50% off on iPhone. Visit promo.link/redeem.
spam,Your laptop subscription is about to expire. Renew at tinyurl.com/deal.
spam,Earn $2000 working from home. Sign up today at www.example.com.
ham,I am not at all happy with what you saying or doing
spam,Don't miss out on free trial! Click www.example.com to learn more.
ham,K go and sleep well. Take rest:-).
spam,Your gift card subscription is about to expire. Renew at promo.link/redeem.
spam,Hurry! Your iPhone is waiting. Redeem today at www.example.com.
ham,Cold. Dont be sad dear
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
spam,Earn $2000 working from home. Sign up today at promo.link/redeem.
ham,Ü comin to fetch us oredi...
spam,Limited time offer! Get 50% off on voucher. Visit bit.ly/freegift.
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,Roger that. We‘re probably going to rem in about 20
spam,Limited time offer! Get 50% off on voucher. Visit promo.link/redeem.
ham,That depends. How would you like to be treated? :)
ham,We live in the next  &lt;#&gt; mins
spam,"Special offer for you! Buy one trip, get one free at promo.link/redeem."
ham,Oh ic. I thought you meant mary jane.
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
spam,Don't miss out on big savings! Click www.example.com to learn more.
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
spam,Your TV subscription is about to expire. Renew at promo.link/redeem.
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,Can... I'm free...
spam,Act now! Exclusive deal on voucher available at www.example.com.
ham,"Well, I meant as opposed to my drunken night of before"
ham,Want to send me a virtual hug?... I need one
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
spam,"Special offer for you! Buy one gift card, get one free at bit.ly/freegift."
ham,So the sun is anti sleep medicine.
ham,"I'm back, lemme know when you're ready"
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,Jus finish watching tv... U?
ham,Yeah no probs - last night is obviously catching up with you... Speak soon
spam,Earn $500 working from home. Sign up today at promo.link/redeem.
spam,Hurry! Your trip is waiting. Redeem today at tinyurl.com/deal.
spam,Get a trip for free! Just sign up at www.example.com.
ham,Not able to do anything.
